Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Mn (mass%),P (mass%),S (mass%),Ni (mass%),Cr (mass%),Mo (mass%),Cu (mass%),W (mass%),Co (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Re (mass%),Y (mass%),Hf (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
1,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,608,125.2
2,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,588,267.5999999
3,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,530,1296.100001
4,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,490,7350.199992
5,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,471,13400.70001
6,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,431,46117.49995
7,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,550,412,65491.1
8,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,490,370.4999997
9,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,471,713.2000008
10,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,412,2878.200001
11,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,333,7962.600008
12,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,265,32086.10002
13,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,600,235,72802.69998
14,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,471,29.5
15,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,373,366.9999998
16,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,333,577.6000006
17,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,265,2816.500003
18,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,216,8032.300006
19,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,177,24248.70003
20,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,650,137,76930.80006
21,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,333,45.20000002
22,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,265,212.1000002
23,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,216,679.7999996
24,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,177,1553.999998
25,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,137,5526.499995
26,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,118,9560.799991
27,4,899,2,14,704,1,0,0,0,0.04,0.52,1.29,0.014,0.006,26.44,14.64,1.4,0.02,0,0,0.26,0.0076,0,0.01,0.28,2.11,52.9624,0,0,0,0,700,98,32020.00003
28,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,608,131.0000001
29,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,588,275.5999999
30,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,530,2700.500002
31,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,490,9906.600005
32,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,471,21158.09998
33,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,431,36907.80004
34,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,550,412,47955.59999
35,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,530,89.99999991
36,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,490,243.0000002
37,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,471,450.3
38,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,412,2782.5
39,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,333,13690.09999
40,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,265,56282.39995
41,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,600,235,114570
42,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,471,21.39999998
43,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,373,386.9000002
44,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,333,943.299999
45,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,265,4732.599996
46,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,216,11465.8
47,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,177,31378.99999
48,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,650,137,137224.5
49,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,333,92.09999996
50,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,265,415.0000003
51,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,216,1050.500001
52,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,177,2177.600001
53,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,137,8688.999996
54,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,118,22850.6
55,3,980,3,16,720,1,0,0,0,0.06,0.86,1.61,0.018,0.012,25.98,14.98,1.27,0.08,0,0,0.13,0.0054,0,0.008,0.32,2.16,52.5066,0,0,0,0,700,98,43503.99998
56,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,550,608,1192.500001
57,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,550,588,1152.2
58,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,550,530,3234.799997
59,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,550,471,16034.7
60,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,550,431,30030.59998
61,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,600,530,271.1999999
62,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,600,471,641.5999996
63,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,600,333,6418.399997
64,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,600,265,37453.49996
65,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,650,471,66.39999994
66,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,650,333,662.9999994
67,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,650,177,11279.39999
68,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,650,137,44046.09995
69,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,700,333,48.30000003
70,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,700,177,924.7999998
71,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,700,137,2170.1
72,2,900,2,16,705,1,0,0,0,0.04,0.55,1.73,0.006,0.009,25.24,15.15,1.37,0.04,0,0,0.28,0.0054,0,0.003,0.32,2.08,53.1766,0,0,0,0,700,98,7558.000007
73,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,650,373,90.60000007
74,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,650,294,699.2999996
75,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,650,265,1713.700001
76,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,650,235,4275.199995
77,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,700,265,120.7
78,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,700,235,297.2999999
79,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,700,196,1091.399999
80,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,700,177,2248.899998
81,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,700,157,5100.799996
82,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,750,196,90.49999996
83,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,750,157,375.0000002
84,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,750,137,859.0000003
85,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,750,118,2805.300002
86,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,800,137,92.19999999
87,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,800,118,234.6000001
88,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,800,98,771.4000008
89,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,800,78,3094.700001
90,1,1204,3,10,760,1,0,0,0,0.43,0.37,1.27,0.008,0.013,20.28,20.26,4.26,0.06,4.23,20.1,0.01,0.0083,4.48,0,0,0,24.2207,0,0,0,0,800,69,6359.500005
91,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,650,373,81.40000002
92,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,650,294,577.0999996
93,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,650,265,1941.500001
94,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,650,235,3301.199997
95,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,650,216,8084.800002
96,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,700,265,129.0999999
97,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,700,235,294.2999999
98,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,700,196,1142.399999
99,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,700,177,2360.4
100,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,700,157,5200.899994
101,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,750,196,94.79999993
102,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,750,157,559.2000003
103,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,750,137,1120.199999
104,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,750,118,4224.199998
105,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,800,137,110.3999999
106,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,800,118,346.5999997
107,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,800,98,1099.400001
108,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,800,78,5025.999997
109,1,1190,3,16,760,1,0,0,0,0.43,0.47,1.51,0.019,0.023,19.79,19.98,3.92,0.06,3.98,20.09,0.03,0.0114,4.1,0,0,0,25.5866,0,0,0,0,800,69,9820.500001
110,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,650,373,141.9999999
111,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,650,294,1016.200001
112,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,650,265,2551.000002
113,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,650,235,5050.100001
114,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,650,216,9670.999994
115,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,700,265,177.5999998
116,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,700,235,369.9999999
117,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,700,196,1398.999998
118,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,700,177,2873.799997
119,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,700,157,9664.099996
120,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,750,196,116.1000001
121,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,750,157,684.3
122,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,750,137,2453.300001
123,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,750,118,8444.600001
124,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,800,137,192.4000001
125,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,800,118,1042.799999
126,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,800,98,1923.799998
127,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,800,78,9086.2
128,1,1204,3,10,760,1,0,0,0,0.4,0.56,1.18,0.005,0.003,20.73,20.25,4.12,0.05,4.2,19.85,0.044,0.0745,3.92,0,0,0,24.6135,0,0,0,0,800,69,20229.50001
